model,nlu_rank,nlg_rank,parameters,vocabulary_size,context,speed,commercial,merge,angry_tweets,dansk,scala_da,scandiqa_da,nordjylland_news,danske_talemaader,danish_citizen_tests,hellaswag_da,swerec,suc3,scala_sv,scandiqa_sv,swedn,mmlu_sv,hellaswag_sv,norec,norne_nb,norne_nn,scala_nb,scala_nn,norquad,no_sammendrag,mmlu_no,hellaswag_no,angry_tweets_version,dansk_version,scala_da_version,scandiqa_da_version,nordjylland_news_version,danske_talemaader_version,danish_citizen_tests_version,hellaswag_da_version,swerec_version,suc3_version,scala_sv_version,scandiqa_sv_version,swedn_version,mmlu_sv_version,hellaswag_sv_version,norec_version,norne_nb_version,norne_nn_version,scala_nb_version,scala_nn_version,norquad_version,no_sammendrag_version,mmlu_no_version,hellaswag_no_version,speed_version
jannikskytt/MeDa-Bert,3.43,999.0,111,32,511,16113.51,True,False,44.62,64.64,47.47,29.91,,,,,53.98,48.32,3.33,29.17,,,,38.94,71.69,60.0,30.32,7.99,37.28,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
flax-community/swe-roberta-wiki-oscar,3.43,999.0,125,50,512,15436.87,True,False,36.66,55.98,22.69,29.08,,,,,76.22,75.4,65.73,34.01,,,,36.56,79.25,75.39,22.02,19.72,1.49,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
mhenrichsen/danskgpt-chat-v2.1 (few-shot),3.43,5.24,N/A,32,32768,5085.22,True,False,54.69,51.08,30.95,64.32,66.9,79.39,73.22,48.16,75.98,54.37,17.98,64.24,64.42,32.81,36.24,53.41,62.43,60.68,-1.16,0.3,76.77,63.65,38.47,40.13,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0,12.0.0
ibm-granite/granite-7b-instruct (few-shot),3.44,5.24,6738,32,4096,3136.16,True,False,31.21,23.87,2.04,54.08,62.33,17.68,17.54,1.72,65.51,29.08,0.5,54.03,56.02,8.0,5.76,21.5,37.73,40.07,0.86,2.01,48.7,59.05,9.41,7.04,13.0.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.0.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.0.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0
Qwen/Qwen1.5-4B-Chat (few-shot),3.45,4.2,3950,152,32768,4347.23,False,False,42.04,35.96,8.65,59.73,63.22,37.79,29.62,16.87,64.08,40.19,5.43,59.57,61.9,20.95,16.59,32.7,44.83,46.29,3.57,1.61,67.11,60.53,17.0,16.18,10.0.1,12.5.2,12.1.0,12.5.2,12.6.1,12.1.0,12.1.0,12.1.0,10.0.1,12.5.2,12.1.0,12.5.2,12.1.0,12.1.0,12.1.0,10.0.1,12.5.2,12.5.2,12.1.0,12.1.0,12.5.2,12.1.0,12.1.0,12.1.0,9.3.2
MaLA-LM/emma-500-llama2-7b (few-shot),3.46,4.2,6738,32,4096,6275.17,True,False,29.32,28.18,2.9,62.92,53.81,27.86,34.62,4.73,75.64,41.49,0.66,63.85,55.94,10.56,5.03,32.67,36.96,39.38,2.18,5.33,67.75,51.44,9.35,4.85,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0
Maltehb/aelaectra-danish-electra-small-uncased,3.46,999.0,14,32,128,5995.22,True,False,34.45,62.52,65.15,2.75,,,,,57.71,39.17,17.1,0.13,,,,33.41,59.76,51.44,32.87,20.09,0.0,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
NorwAI/NorwAI-Mistral-7B (few-shot),3.47,4.2,7537,68,4096,3034.67,True,False,48.39,21.47,12.46,58.49,66.53,36.65,49.97,5.64,80.26,23.88,13.5,60.74,64.78,6.62,2.66,49.0,21.09,26.31,7.15,7.98,68.04,63.87,5.83,5.39,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.4,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.5
AI-Sweden-Models/gpt-sw3-6.7b-v2 (few-shot),3.47,3.12,7111,64,2048,2350.93,True,False,18.07,20.84,10.54,57.23,65.15,6.34,18.0,5.57,77.47,28.73,8.78,56.51,62.41,5.23,5.39,34.67,29.62,32.3,8.37,7.76,67.57,61.61,3.03,5.57,9.2.0,9.2.0,9.2.0,12.5.1,12.6.1,10.0.1,10.0.1,9.2.0,9.2.0,9.2.0,9.2.0,12.5.1,11.0.0,9.2.0,9.2.0,9.2.0,9.2.0,9.2.0,9.2.0,9.2.0,12.5.1,11.0.0,9.2.0,9.2.0,9.2.0
ibm-granite/granite-3b-code-base-2k (few-shot),3.48,5.24,3483,49,2048,2731.51,True,False,35.47,38.62,5.07,50.96,62.5,13.46,15.31,6.0,70.61,51.76,6.24,50.56,41.31,7.41,5.42,23.83,53.93,54.04,3.91,1.55,12.14,50.59,8.68,6.19,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0
neuralmagic/Sparse-Llama-3.1-8B-2of4 (few-shot),3.49,5.24,8030,128,131072,2840.83,True,False,37.08,27.6,10.84,63.61,63.45,38.31,46.65,28.92,76.57,33.21,10.51,63.06,63.82,26.73,21.33,32.18,35.54,36.61,0.0,0.0,68.45,60.89,24.47,33.51,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0
NorwAI/NorwAI-Llama2-7B (few-shot),3.51,4.2,7033,68,4096,4437.75,True,False,45.89,16.72,11.25,59.3,66.51,14.84,27.95,2.41,79.36,24.98,5.75,60.74,64.6,3.83,4.4,36.06,31.45,33.85,8.34,6.84,69.39,63.06,3.28,1.87,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.5
google/gemma-2b-it (few-shot),3.54,5.24,2506,256,8192,6470.59,False,False,34.03,24.44,2.25,49.76,62.41,15.16,12.67,2.67,43.97,33.51,0.53,47.28,40.55,11.06,1.03,22.01,39.78,43.58,2.76,1.45,56.65,55.43,7.68,1.06,12.1.0,12.5.2,12.1.0,12.4.0,12.6.1,12.1.0,12.1.0,12.1.0,12.1.0,12.5.2,12.1.0,12.4.0,12.4.0,12.1.0,12.1.0,12.1.0,12.5.2,12.5.2,12.1.0,12.1.0,12.4.0,12.4.0,12.1.0,12.1.0,12.1.0
LumiOpen/Viking-13B (few-shot),3.56,4.2,14030,131,4097,839.52,True,False,48.71,28.6,2.3,58.96,64.05,0.55,0.0,0.36,78.66,31.55,5.69,57.87,60.05,1.32,0.35,29.22,26.76,35.38,2.58,2.79,53.61,56.69,-0.56,-0.43,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.5
HPLT/gpt-33b-nordic-prerelease (few-shot),3.56,3.87,33119,131,4099,501.12,True,False,44.7,25.35,1.43,58.32,62.23,-1.01,1.33,-0.19,76.75,33.61,1.66,56.96,56.37,-0.31,-0.04,38.88,31.38,37.84,3.41,3.11,51.24,55.01,-1.56,0.51,12.9.1,12.9.1,12.10.0,12.10.0,12.10.0,12.10.0,12.10.0,12.10.0,12.9.1,12.9.1,12.10.0,12.10.0,12.10.0,12.10.0,12.10.0,12.9.1,12.9.1,12.10.0,12.10.0,12.10.0,12.10.0,12.10.0,12.10.0,12.10.0,12.10.0
ibm-granite/granite-3.0-3b-a800m-base (few-shot),3.57,5.24,3374,49,4096,10504.04,True,False,6.85,31.8,0.97,55.19,63.43,15.97,17.19,3.07,57.18,36.01,1.52,56.97,58.57,13.42,7.33,31.9,40.08,43.96,-0.07,1.27,43.13,59.98,11.78,5.48,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0
EuropeanParliament/EUBERT,3.6,999.0,94,66,512,20070.41,True,False,27.33,41.09,21.58,26.68,,,,,59.0,38.36,19.4,26.64,,,,19.81,49.92,44.37,8.64,3.11,26.33,,,,12.6.1,12.6.1,12.6.1,12.6.1,0.0.0,0.0.0,0.0.0,0.0.0,12.6.1,12.6.1,12.6.1,12.6.1,0.0.0,0.0.0,0.0.0,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,0.0.0,0.0.0,0.0.0,0.0.0
sentence-transformers/use-cmlm-multilingual,3.6,999.0,471,501,512,30230.67,True,False,48.03,69.17,55.31,47.57,,,,,75.09,80.05,61.83,51.07,,,,56.35,90.08,86.04,59.38,46.54,70.46,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,12.7.0
AI-Sweden-Models/gpt-sw3-20b-instruct (few-shot),3.62,999.0,20918,64,2048,1830.86,True,False,32.78,15.94,7.86,60.27,68.0,,,7.99,68.23,15.7,12.39,60.86,65.44,6.86,6.92,40.89,23.95,26.55,9.45,8.32,67.93,65.9,7.24,11.76,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,0.0.0,0.0.0,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,12.7.0
upstage/SOLAR-10.7B-v1.0 (few-shot),3.63,5.25,10732,32,4096,3780.42,True,False,46.63,58.03,15.09,67.21,66.81,64.79,68.59,65.29,77.48,59.65,16.94,68.15,65.19,39.82,68.87,55.33,68.11,68.19,10.15,7.51,80.42,65.51,35.57,62.76,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3,12.5.3
LumiOpen/Viking-7B (few-shot),3.64,4.2,7550,131,4096,4968.72,True,False,38.74,23.98,1.04,56.29,61.96,-0.06,-1.04,0.73,72.02,30.64,1.08,54.59,57.93,1.14,1.13,35.86,22.37,29.9,1.03,2.92,54.65,53.25,-1.16,-0.55,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0
microsoft/infoxlm-large,3.65,999.0,560,250,512,6696.2,True,False,37.94,74.42,15.26,50.1,,,,,75.42,79.53,18.44,53.67,,,,30.56,91.9,86.59,9.79,6.36,74.7,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
HPLT/gpt-13b-nordic-prerelease (few-shot),3.67,3.86,14030,131,4099,3519.54,True,False,37.19,28.72,2.96,54.83,61.62,1.17,11.38,-0.16,72.26,32.19,2.39,53.44,57.46,-0.49,0.5,27.32,28.94,33.83,1.46,-0.59,40.88,54.05,0.32,0.92,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1
vesteinn/ScandiBERT-no-faroese,3.68,999.0,124,50,512,15435.6,True,False,47.73,69.79,68.28,37.07,,,,,72.53,79.08,73.01,41.99,,,,50.9,91.09,85.72,69.34,66.24,62.96,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
KBLab/albert-base-swedish-cased-alpha,3.68,999.0,14,50,512,15925.14,True,False,19.79,29.9,6.15,21.55,,,,,56.57,47.19,20.92,30.47,,,,18.85,66.97,63.9,5.83,4.02,0.0,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct (few-shot),3.69,2.85,7111,64,2048,1472.78,True,False,2.85,15.35,10.99,58.22,66.38,30.9,16.81,11.08,56.6,14.58,10.92,57.9,64.89,6.16,10.9,34.39,24.67,29.03,2.42,5.11,68.98,64.07,6.89,12.81,9.2.0,9.2.0,9.2.0,12.4.0,12.6.1,10.0.1,10.0.1,9.2.0,9.2.0,9.2.0,9.2.0,12.4.0,12.4.0,9.2.0,9.3.1,9.2.0,9.2.0,9.2.0,9.2.0,9.2.0,12.4.0,12.4.0,9.2.0,9.3.1,14.0.3
AI-Sweden-Models/gpt-sw3-1.3b-instruct (few-shot),3.69,3.28,1445,64,2048,4544.34,True,False,27.14,14.73,2.65,54.18,65.48,0.32,7.0,0.13,73.34,19.04,2.9,54.69,63.33,0.65,-0.18,35.58,33.08,38.28,0.82,1.43,58.71,63.11,-0.68,-0.32,9.3.1,12.5.2,12.1.0,12.4.0,12.6.1,12.1.0,12.1.0,12.1.0,9.3.1,12.5.2,12.1.0,12.4.0,12.4.0,12.1.0,12.1.0,9.3.1,12.5.2,12.5.2,12.1.0,12.1.0,12.4.0,12.4.0,12.1.0,12.1.0,12.1.0
HuggingFaceTB/SmolLM2-1.7B-Instruct (few-shot),3.7,3.93,1711,49,8192,15970.88,True,False,18.49,29.44,1.73,50.4,61.76,22.03,12.61,2.06,64.46,37.37,4.49,49.57,54.5,8.61,4.51,24.05,37.6,38.38,3.56,2.61,25.34,48.55,9.52,3.62,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0
dbmdz/bert-mini-historic-multilingual-cased,3.73,999.0,12,32,512,47121.63,True,False,26.03,41.7,2.19,20.76,,,,,56.1,50.07,5.05,22.34,,,,24.59,61.55,59.9,3.45,2.72,7.49,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
jjzha/dajobbert-base-uncased,3.73,999.0,110,32,512,16243.43,True,False,39.65,60.78,37.67,22.46,,,,,55.49,42.99,4.69,20.83,,,,33.31,65.95,55.29,20.34,8.07,0.14,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
HuggingFaceTB/SmolLM2-1.7B (few-shot),3.75,3.86,1711,49,8192,16248.88,True,False,9.93,24.47,1.22,47.54,61.62,19.65,19.01,1.34,68.31,35.96,3.61,49.32,57.04,10.86,2.53,23.25,26.7,28.23,-0.47,0.26,26.51,56.31,11.12,2.53,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0
HPLT/gpt-7b-nordic-prerelease (few-shot),3.75,3.93,7550,131,4096,5404.41,True,False,37.77,21.98,1.26,52.54,58.21,0.0,-0.87,0.0,61.96,27.07,2.65,52.35,55.11,0.32,-0.0,17.44,20.25,28.99,3.2,2.61,40.73,49.59,0.86,0.0,12.3.2,12.5.2,12.3.2,12.3.2,12.6.1,12.3.2,12.3.2,12.3.2,12.3.2,12.5.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.5.2,12.5.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2
ibm-granite/granite-3.0-1b-a400m-instruct (few-shot),3.75,5.24,1335,49,4096,7964.03,True,False,22.35,30.63,1.95,43.95,59.66,2.78,11.15,-1.22,58.78,33.8,0.72,42.4,56.7,2.09,-0.46,19.55,36.99,37.27,1.95,2.31,19.74,56.69,-0.29,0.99,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0
AI-Sweden-Models/gpt-sw3-6.7b (few-shot),3.75,3.32,7111,64,2048,2285.21,True,False,22.71,18.23,5.03,55.56,64.58,1.11,8.76,1.7,53.68,18.83,3.49,55.99,61.05,1.22,0.6,18.23,22.35,21.98,1.68,2.49,64.25,60.38,2.13,0.98,11.0.0,11.0.0,11.0.0,11.0.0,12.6.1,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0
allenai/OLMo-7B (few-shot),3.76,5.24,6888,50,2051,5402.86,True,False,30.76,26.76,0.55,52.49,50.86,0.26,6.94,-0.11,72.08,37.36,-0.86,51.46,41.03,-0.83,-0.62,21.46,34.42,35.17,0.34,0.26,9.85,45.34,2.61,0.96,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2,12.5.2
"timpal0l/BeagleCatMunin (few-shot, val)",3.76,5.25,7242,32,32768,2495.0,False,True,54.73,47.62,21.8,63.6,67.31,66.49,60.41,28.51,77.37,50.53,27.84,65.44,67.89,34.8,36.65,54.74,54.04,62.21,14.51,5.38,69.15,65.6,25.82,32.01,9.3.2,9.3.2,9.3.2,12.5.2,12.6.1,10.0.1,10.0.1,9.3.2,9.3.2,9.3.2,9.3.2,12.5.2,9.3.2,9.3.2,9.3.2,9.3.2,9.3.2,9.3.2,9.3.2,9.3.2,12.5.2,9.3.2,9.3.2,9.3.2,9.3.2
vesteinn/DanskBERT,3.77,999.0,124,50,512,15748.62,True,False,52.86,72.55,75.2,43.48,,,,,67.77,72.33,33.79,37.46,,,,47.84,86.82,79.91,51.99,30.57,50.77,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
"mlabonne/NeuralBeagle14-7B (few-shot, val)",3.77,5.24,7242,32,8192,2549.38,False,True,51.29,53.02,19.73,61.26,67.33,65.38,62.78,39.07,76.03,61.25,16.28,60.05,68.35,32.3,38.78,54.04,62.47,66.69,16.75,13.0,65.43,65.74,28.39,35.19,9.3.2,9.3.2,9.3.2,12.5.2,12.6.1,10.0.1,10.0.1,9.3.2,9.3.2,9.3.2,9.3.2,12.5.2,9.3.2,9.3.2,9.3.2,9.3.2,9.3.2,9.3.2,9.3.2,9.3.2,12.5.2,9.3.2,9.3.2,9.3.2,9.3.2
Qwen/Qwen1.5-4B (few-shot),3.8,4.2,3950,152,32768,3247.86,True,False,39.62,32.28,5.38,60.63,62.74,37.49,29.21,15.58,5.2,37.26,1.85,60.15,58.24,22.04,14.76,36.97,32.12,36.86,5.27,1.4,62.87,57.64,16.5,13.27,10.0.1,12.5.2,12.1.0,12.1.0,12.6.1,12.1.0,12.1.0,12.1.0,9.3.2,12.5.2,12.1.0,12.1.0,12.1.0,12.1.0,12.1.0,10.0.1,12.5.2,12.5.2,12.1.0,12.1.0,12.1.0,12.1.0,12.1.0,12.1.0,12.1.0
NorwAI/NorwAI-Mistral-7B-instruct (few-shot),3.83,4.2,7537,68,4096,3027.1,False,False,42.16,13.78,3.52,31.67,65.03,40.74,43.43,4.5,77.76,20.97,2.35,38.84,63.75,9.17,3.98,47.78,27.49,32.33,3.92,4.27,29.01,62.75,8.41,2.92,12.10.4,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.4,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.5
ibm-granite/granite-3.0-1b-a400m-base (few-shot),3.83,5.24,1385,49,4096,7808.38,True,False,17.52,16.82,1.53,44.65,60.13,0.29,0.55,-0.21,55.06,23.26,1.81,39.42,54.8,-1.51,0.41,17.59,31.16,29.73,1.07,1.59,14.48,55.43,0.05,-0.1,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0,13.2.0
AI-Sweden-Models/gpt-sw3-1.3b (few-shot),3.84,3.42,1445,64,2048,4607.55,True,False,28.65,8.8,2.84,51.59,62.17,-1.31,3.02,-0.33,71.38,6.08,1.17,51.69,60.11,2.2,0.67,27.28,13.49,14.74,3.09,1.86,54.3,58.46,-0.01,0.25,9.3.1,9.3.1,9.3.1,12.5.1,12.6.1,10.0.1,10.0.1,9.3.1,9.3.1,9.3.1,9.3.1,12.5.1,11.0.0,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,12.5.1,11.0.0,9.3.1,9.3.1,9.3.1
microsoft/Phi-3-mini-128k-instruct (few-shot),3.86,5.24,3821,32,131072,7311.73,True,False,40.85,4.51,5.43,58.44,64.64,37.45,36.39,17.42,51.53,42.36,3.11,57.21,59.28,22.99,20.19,33.3,52.18,50.53,2.63,4.0,61.14,60.69,17.34,17.43,12.9.1,12.9.1,12.9.1,12.9.1,12.9.1,12.10.0,12.10.0,12.10.0,12.9.1,12.9.1,12.9.1,12.9.1,12.10.0,12.10.0,12.10.0,12.9.1,12.9.1,12.9.1,12.9.1,12.9.1,12.9.1,12.10.0,12.10.0,12.10.0,12.10.0
microsoft/Phi-3-mini-4k-instruct (few-shot),3.87,5.24,3821,32,4096,5224.17,True,False,42.6,41.37,6.52,57.75,64.55,38.64,42.12,13.66,67.17,46.15,5.3,57.49,59.2,21.33,16.12,37.18,56.33,54.68,6.76,6.79,52.56,61.44,15.54,17.55,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.5
Qwen/Qwen1.5-1.8B-Chat (few-shot),3.89,4.2,1837,152,32768,8303.55,False,False,26.58,18.0,0.63,49.4,57.19,22.17,12.85,7.01,52.54,20.94,0.34,50.53,61.19,10.74,4.83,19.85,26.99,25.74,1.96,-0.01,31.16,55.08,7.79,5.61,11.0.0,12.5.2,12.1.0,12.5.0,12.6.1,12.1.0,12.1.0,12.1.0,11.0.0,12.5.2,12.1.0,12.5.0,12.5.0,12.1.0,12.1.0,11.0.0,12.5.2,12.5.2,12.1.0,12.1.0,12.5.0,12.5.0,12.1.0,12.1.0,9.3.2
NbAiLab/nb-gpt-j-6B-alpaca (few-shot),3.89,4.2,6055,50,1024,2606.86,False,False,27.68,12.95,1.65,47.4,63.32,4.49,12.81,-0.68,60.17,13.28,1.52,46.83,46.68,-0.03,0.02,32.6,23.82,26.04,0.34,2.26,42.76,58.08,2.13,1.87,10.0.1,9.3.1,10.0.1,12.4.0,12.6.1,10.0.1,10.0.1,10.0.1,10.0.1,9.3.1,10.0.1,12.4.0,12.4.0,10.0.1,10.0.1,10.0.1,9.3.2,9.3.2,10.0.1,10.0.1,12.4.0,12.4.0,10.0.1,10.0.1,9.3.2
jannesg/bertsson,3.92,999.0,124,50,512,15313.79,True,False,24.11,32.63,2.91,22.17,,,,,61.67,51.13,2.87,25.1,,,,23.21,49.3,46.11,2.26,-0.66,1.5,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
