generative_type,model,rank,danish,norwegian,swedish,parameters,vocabulary_size,context,commercial,merge,angry_tweets,dansk,scala_da,scandiqa_da,norec,norne_nb,norne_nn,scala_nb,scala_nn,norquad,swerec,suc3,scala_sv,scandiqa_sv,angry_tweets_version,dansk_version,scala_da_version,scandiqa_da_version,norec_version,norne_nb_version,norne_nn_version,scala_nb_version,scala_nn_version,norquad_version,swerec_version,suc3_version,scala_sv_version,scandiqa_sv_version
📝,<a href='https://huggingface.co/infly/OpenCoder-8B-Instruct'>infly/OpenCoder-8B-Instruct (few-shot)</a>,2.89@@2.89,2.93@@2.93,3.15@@3.15,2.58@@2.58,7771262976.0,96640.0,8192.0,✓,✗,38.83 ± 1.52 / 58.64 ± 1.69@@38.83417953800577,39.31 ± 2.06 / 24.68 ± 2.26@@39.30985218571003,10.27 ± 1.52 / 48.34 ± 3.12@@10.271233123318524,53.68 ± 0.62 / 43.79 ± 1.31@@53.68017900921171,26.08 ± 1.10 / 32.23 ± 1.35@@26.079251550235487,51.60 ± 2.81 / 32.62 ± 3.48@@51.60117334211378,54.76 ± 1.83 / 35.34 ± 5.13@@54.763487422022486,10.80 ± 1.80 / 53.30 ± 1.86@@10.795449370963176,10.38 ± 1.46 / 54.21 ± 1.02@@10.377973066435173,58.83 ± 1.39 / 35.72 ± 2.06@@58.83033185625062,69.36 ± 2.58 / 73.36 ± 1.84@@69.35924265233399,45.26 ± 2.08 / 26.27 ± 3.14@@45.25607792994283,9.41 ± 1.31 / 50.53 ± 1.48@@9.411589358410847,55.14 ± 0.75 / 45.95 ± 1.36@@55.135743619370785,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400
📝,<a href='https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2'>mistralai/Mistral-7B-Instruct-v0.2 (few-shot)</a>,2.90@@2.90,2.87@@2.87,3.17@@3.17,2.64@@2.64,7241732096.0,32000.0,32768.0,✗,✗,44.90 ± 2.35 / 62.72 ± 2.33@@44.89660441396101,41.15 ± 2.13 / 26.30 ± 1.55@@41.15135371857847,23.17 ± 1.80 / 58.47 ± 1.91@@23.17178691810838,37.49 ± 2.21 / 18.91 ± 2.90@@37.493973581891694,34.86 ± 1.05 / 41.88 ± 2.28@@34.856445099675206,46.39 ± 1.43 / 33.20 ± 2.23@@46.392898301882965,46.03 ± 0.90 / 33.43 ± 2.13@@46.02506084645056,18.12 ± 1.77 / 55.69 ± 1.74@@18.116785875345567,11.68 ± 1.38 / 54.85 ± 1.02@@11.67602423030025,47.90 ± 1.09 / 16.72 ± 1.88@@47.89833953410609,74.34 ± 1.00 / 76.77 ± 0.86@@74.3368854629878,38.23 ± 1.22 / 24.49 ± 1.53@@38.23333258223956,19.44 ± 2.10 / 54.92 ± 1.81@@19.439570981730533,41.74 ± 3.78 / 23.34 ± 3.93@@41.74320317198614,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
🧠,<a href='https://huggingface.co/tiiuae/falcon-11B'>tiiuae/falcon-11B (few-shot)</a>,2.90@@2.90,3.02@@3.02,3.18@@3.18,2.49@@2.49,11102822400.0,65024.0,8192.0,✓,✗,50.89 ± 1.37 / 64.28 ± 1.72@@50.88763016901019,43.01 ± 2.19 / 30.38 ± 1.86@@43.00920267424138,16.94 ± 2.49 / 41.82 ± 2.55@@16.9449263662479,19.94 ± 4.05 / 7.54 ± 4.14@@19.9398609536577,32.25 ± 0.31 / 38.65 ± 0.38@@32.2528849769626,51.37 ± 3.94 / 44.12 ± 2.92@@51.369130660032724,49.37 ± 2.00 / 43.68 ± 1.54@@49.37138386921033,22.69 ± 1.58 / 53.87 ± 2.08@@22.685991195767713,14.33 ± 1.55 / 50.20 ± 2.74@@14.33330527894054,40.50 ± 7.43 / 18.68 ± 5.78@@40.495940873006745,76.01 ± 0.73 / 70.14 ± 1.10@@76.01401914308961,52.64 ± 2.19 / 40.01 ± 4.02@@52.64467392447696,21.55 ± 4.94 / 44.37 ± 4.47@@21.546304375424576,37.07 ± 8.01 / 25.86 ± 9.26@@37.06551010740117,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
🧠,<a href='https://huggingface.co/neuralmagic/Sparse-Llama-3.1-8B-2of4'>neuralmagic/Sparse-Llama-3.1-8B-2of4 (few-shot)</a>,2.91@@2.91,2.96@@2.96,3.30@@3.30,2.47@@2.47,8030261248.0,128256.0,131072.0,✓,✗,37.08 ± 2.51 / 54.37 ± 2.72@@37.084728118545165,27.60 ± 3.21 / 25.68 ± 2.70@@27.5964286294584,10.84 ± 2.11 / 49.05 ± 4.51@@10.837765515165936,63.61 ± 0.83 / 58.67 ± 0.97@@63.61366942951961,32.18 ± 6.27 / 50.19 ± 5.62@@32.181597449706786,35.54 ± 2.35 / 35.62 ± 2.50@@35.53700265010219,36.61 ± 1.95 / 37.38 ± 1.88@@36.60943930631837,0.00 ± 0.00 / 33.25 ± 0.30@@0.0,0.00 ± 0.00 / 32.79 ± 0.34@@0.0,68.45 ± 2.93 / 43.47 ± 3.30@@68.45421602866423,76.57 ± 0.92 / 76.28 ± 1.76@@76.56796699222878,33.21 ± 2.39 / 32.18 ± 2.40@@33.20519786611162,10.51 ± 3.79 / 49.04 ± 4.63@@10.509698942539181,63.06 ± 0.85 / 58.15 ± 1.06@@63.06299141320797,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200,13.2.0@@130200
🧠,"<a href='https://huggingface.co/merge-crew/da-sv-dare-ties-density-0.3'>merge-crew/da-sv-dare-ties-density-0.3 (few-shot, val)</a>",2.92@@2.92,2.87@@2.87,3.33@@3.33,2.56@@2.56,7241732096.0,32000.0,32768.0,✓,✓,48.49 ± 2.41 / 63.06 ± 1.91@@48.49494611841166,30.16 ± 4.47 / 25.03 ± 3.01@@30.157673736059948,5.52 ± 4.66 / 38.81 ± 4.27@@5.524073906541192,57.22 ± 1.44 / 52.44 ± 1.32@@57.22067903988491,28.12 ± 5.18 / 29.93 ± 5.00@@28.1205851587626,31.64 ± 3.37 / 25.99 ± 2.91@@31.640480195397892,45.31 ± 2.41 / 34.67 ± 2.18@@45.30820407665818,10.02 ± 2.92 / 46.90 ± 4.43@@10.01723851856674,6.99 ± 2.75 / 43.20 ± 5.24@@6.987236038576549,54.26 ± 3.30 / 36.22 ± 3.68@@54.25845558305265,75.33 ± 2.41 / 77.99 ± 2.58@@75.33027722446592,32.37 ± 3.05 / 24.60 ± 3.81@@32.36531333862097,12.73 ± 6.32 / 45.51 ± 7.43@@12.727849479295003,58.32 ± 1.46 / 53.05 ± 1.83@@58.32429035267114,10.0.1@@100001,10.0.1@@100001,10.0.1@@100001,10.0.1@@100001,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,10.0.1@@100001,10.0.1@@100001,10.0.1@@100001,10.0.1@@100001
🧠,<a href='https://huggingface.co/allenai/OLMo-1.7-7B-hf'>allenai/OLMo-1.7-7B-hf (few-shot)</a>,2.92@@2.92,3.11@@3.11,3.18@@3.18,2.48@@2.48,6888095744.0,50304.0,4096.0,✓,✗,31.57 ± 2.65 / 46.48 ± 3.84@@31.572263703084197,33.80 ± 2.66 / 25.32 ± 3.06@@33.79688477691292,2.76 ± 1.76 / 44.96 ± 3.93@@2.7610144766457783,59.50 ± 1.54 / 54.20 ± 1.63@@59.50431902876288,36.68 ± 2.11 / 46.78 ± 2.71@@36.67863612543811,42.78 ± 1.09 / 37.34 ± 1.81@@42.777840204582496,42.85 ± 1.93 / 37.34 ± 3.04@@42.84586711726881,2.39 ± 1.54 / 43.99 ± 3.66@@2.3855600015460388,1.91 ± 1.37 / 44.20 ± 4.28@@1.913889629177399,62.28 ± 2.34 / 39.16 ± 2.56@@62.27973080520466,76.60 ± 0.98 / 64.63 ± 2.41@@76.60435837766212,41.25 ± 2.07 / 32.87 ± 2.49@@41.249151470377235,6.37 ± 2.08 / 49.55 ± 3.34@@6.3700232599795,61.35 ± 0.68 / 54.87 ± 0.64@@61.349782988376276,12.10.4@@121004,12.10.5@@121005,12.10.4@@121004,12.10.5@@121005,12.10.4@@121004,12.10.5@@121005,12.10.5@@121005,12.10.4@@121004,12.10.4@@121004,12.10.5@@121005,12.10.4@@121004,12.10.5@@121005,12.10.4@@121004,12.10.5@@121005
🔍,<a href='https://huggingface.co/sarnikowski/convbert-small-da-cased'>sarnikowski/convbert-small-da-cased</a>,2.93@@2.93,2.62@@2.62,3.13@@3.13,3.02@@3.02,13014875.0,28995.0,512.0,✓,✗,29.52 ± 2.89 / 47.81 ± 4.54@@29.520169117079497,60.59 ± 1.84 / 57.31 ± 1.47@@60.58781674473634,57.10 ± 2.02 / 78.14 ± 1.10@@57.09709068656987,25.69 ± 0.60 / 20.16 ± 0.73@@25.686689790888344,32.49 ± 1.55 / 43.12 ± 0.71@@32.49045800397693,76.07 ± 1.18 / 72.78 ± 1.16@@76.0692999671566,70.94 ± 1.19 / 66.73 ± 1.21@@70.9421683275253,35.43 ± 2.39 / 66.84 ± 1.17@@35.43197136018505,21.11 ± 1.97 / 60.09 ± 0.93@@21.11370344613221,2.78 ± 3.65 / 1.84 ± 2.41@@2.7810399027511297,53.70 ± 1.46 / 51.98 ± 0.58@@53.69964950808701,55.06 ± 0.96 / 51.37 ± 1.03@@55.06254405352936,12.38 ± 3.23 / 55.18 ± 1.91@@12.384511092572744,27.59 ± 0.94 / 22.53 ± 0.86@@27.58693727939832,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
📝,<a href='https://huggingface.co/meta-llama/Llama-2-7b-chat-hf'>meta-llama/Llama-2-7b-chat-hf (few-shot)</a>,2.93@@2.93,2.89@@2.89,3.33@@3.33,2.58@@2.58,6738417664.0,32000.0,4096.0,✓,✗,40.31 ± 2.63 / 54.57 ± 3.01@@40.3123628633942,36.63 ± 1.81 / 23.42 ± 1.37@@36.6262105075561,13.46 ± 1.50 / 55.21 ± 1.20@@13.456782960393582,56.79 ± 0.75 / 48.84 ± 1.14@@56.78774348063873,29.62 ± 0.75 / 37.49 ± 0.65@@29.616136474601408,45.09 ± 1.31 / 30.77 ± 1.10@@45.08536219362974,46.82 ± 1.13 / 33.02 ± 1.37@@46.818409106877766,7.63 ± 2.95 / 46.45 ± 5.09@@7.630063508138496,4.60 ± 1.36 / 45.42 ± 3.49@@4.604167201236798,49.83 ± 1.51 / 27.66 ± 1.16@@49.82902539462594,75.07 ± 1.26 / 75.48 ± 1.45@@75.07479011625453,35.77 ± 2.33 / 20.93 ± 1.11@@35.76961921402511,10.91 ± 1.11 / 52.44 ± 2.35@@10.905533218367555,56.04 ± 0.38 / 48.95 ± 0.47@@56.04372761295501,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301
🧠,<a href='https://huggingface.co/norallm/normistral-7b-warm'>norallm/normistral-7b-warm (few-shot)</a>,2.93@@2.93,2.97@@2.97,3.32@@3.32,2.52@@2.52,7248023552.0,32768.0,2048.0,✓,✗,40.51 ± 1.75 / 55.84 ± 2.46@@40.51425447506355,37.80 ± 2.75 / 24.74 ± 2.30@@37.80341435512914,3.35 ± 1.84 / 44.60 ± 4.67@@3.3545342047675746,55.58 ± 1.57 / 49.08 ± 1.74@@55.582941060426876,27.05 ± 3.33 / 45.30 ± 3.46@@27.048163096728512,42.29 ± 4.36 / 31.45 ± 1.88@@42.28929078619455,46.29 ± 3.44 / 35.99 ± 4.20@@46.28921684374539,1.63 ± 2.58 / 38.29 ± 4.05@@1.628922888323176,2.57 ± 1.78 / 40.92 ± 4.00@@2.56815002156132,61.85 ± 3.07 / 39.18 ± 2.84@@61.850084374978564,76.09 ± 1.23 / 74.78 ± 1.97@@76.08870049025391,48.78 ± 5.08 / 26.81 ± 3.42@@48.77872648764412,2.53 ± 2.80 / 47.37 ± 2.29@@2.534863128233815,55.09 ± 0.85 / 48.93 ± 0.97@@55.093440167285245,11.0.0@@110000,11.0.0@@110000,11.0.0@@110000,11.0.0@@110000,11.0.0@@110000,11.0.0@@110000,11.0.0@@110000,11.0.0@@110000,11.0.0@@110000,11.0.0@@110000,11.0.0@@110000,11.0.0@@110000,11.0.0@@110000,11.0.0@@110000
🧠,<a href='https://huggingface.co/NorwAI/NorwAI-Llama2-7B'>NorwAI/NorwAI-Llama2-7B (few-shot)</a>,2.94@@2.94,3.00@@3.00,3.19@@3.19,2.63@@2.63,7033270272.0,67993.0,4096.0,✓,✗,45.89 ± 2.13 / 63.12 ± 1.98@@45.891429076977566,16.72 ± 2.23 / 15.96 ± 2.08@@16.720303159644292,11.25 ± 2.33 / 51.88 ± 2.35@@11.247680945214608,59.30 ± 0.66 / 53.17 ± 0.79@@59.29950708688891,36.06 ± 3.96 / 52.59 ± 4.67@@36.0559728642595,31.45 ± 1.64 / 31.64 ± 1.89@@31.453770823879314,33.85 ± 1.95 / 34.29 ± 1.91@@33.84989536654232,8.34 ± 2.97 / 45.11 ± 4.57@@8.335342990013144,6.84 ± 3.88 / 45.28 ± 5.45@@6.836897743244966,69.39 ± 4.10 / 48.31 ± 4.22@@69.38981448187221,79.36 ± 1.35 / 76.34 ± 3.44@@79.3573048268907,24.98 ± 2.04 / 25.50 ± 1.92@@24.98393069574295,5.75 ± 2.23 / 41.27 ± 4.75@@5.745682599900528,60.74 ± 0.65 / 54.74 ± 0.84@@60.740392030992645,12.10.5@@121005,12.10.5@@121005,12.10.5@@121005,12.10.5@@121005,12.10.4@@121004,12.10.4@@121004,12.10.4@@121004,12.10.4@@121004,12.10.4@@121004,12.10.4@@121004,12.10.5@@121005,12.10.5@@121005,12.10.5@@121005,12.10.5@@121005
🧠,<a href='https://huggingface.co/MaLA-LM/emma-500-llama2-7b'>MaLA-LM/emma-500-llama2-7b (few-shot)</a>,2.94@@2.94,3.12@@3.12,3.24@@3.24,2.47@@2.47,6738415616.0,32000.0,4096.0,✓,✗,32.21 ± 6.64 / 43.08 ± 8.44@@32.20919984167513,29.24 ± 2.78 / 24.99 ± 2.34@@29.236283576893484,2.42 ± 2.16 / 36.47 ± 4.15@@2.4158670738622297,62.97 ± 0.60 / 56.55 ± 0.68@@62.97050528316638,29.98 ± 1.40 / 37.90 ± 0.90@@29.983524442693266,37.83 ± 2.43 / 35.92 ± 2.52@@37.83067671281559,38.65 ± 1.31 / 35.96 ± 1.39@@38.646595760426614,4.67 ± 1.95 / 39.62 ± 4.34@@4.665084678188318,6.72 ± 1.91 / 46.97 ± 4.17@@6.721726460167285,68.63 ± 2.95 / 46.24 ± 3.68@@68.62724458055877,77.40 ± 1.30 / 76.89 ± 1.52@@77.39816391906137,42.26 ± 3.40 / 39.53 ± 3.03@@42.26379897339451,1.33 ± 1.18 / 33.82 ± 0.53@@1.3339568091153882,63.57 ± 0.65 / 56.94 ± 0.68@@63.569519071701315,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200
📝,"<a href='https://huggingface.co/mlabonne/NeuralBeagle14-7B'>mlabonne/NeuralBeagle14-7B (few-shot, val)</a>",2.97@@2.97,3.30@@3.30,3.49@@3.49,2.14@@2.14,7241732096.0,32000.0,8192.0,✗,✓,47.39 ± 3.17 / 64.56 ± 1.99@@47.38948752238491,42.81 ± 2.79 / 30.99 ± 3.24@@42.81023547940267,2.72 ± 4.51 / 37.24 ± 1.90@@2.723666557802687,17.19 ± 0.46 / 0.44 ± 0.32@@17.18818487350659,27.35 ± 3.08 / 33.80 ± 2.02@@27.34818392444601,44.59 ± 3.21 / 36.08 ± 3.22@@44.58755543776457,50.88 ± 3.76 / 37.08 ± 3.35@@50.88319167427875,8.76 ± 4.52 / 43.47 ± 2.54@@8.757016518804623,7.93 ± 3.94 / 49.23 ± 2.46@@7.934519790126002,30.99 ± 1.76 / 2.61 ± 0.81@@30.98627246247754,76.03 ± 2.11 / 78.25 ± 1.95@@76.03363690520702,61.25 ± 3.35 / 50.76 ± 5.94@@61.24999328352507,16.28 ± 4.81 / 49.04 ± 3.60@@16.279264139435732,60.05 ± 1.18 / 50.96 ± 2.34@@60.05238931529014,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400,9.3.2@@90302,9.3.2@@90302,9.3.2@@90302,12.5.2@@120502
🧠,<a href='https://huggingface.co/HPLT/gpt-33b-nordic-prerelease'>HPLT/gpt-33b-nordic-prerelease (few-shot)</a>,2.99@@2.99,3.02@@3.02,3.32@@3.32,2.64@@2.64,33119034368.0,131072.0,4099.0,✓,✗,44.70 ± 1.80 / 60.56 ± 2.77@@44.70004559940309,25.35 ± 3.59 / 17.77 ± 2.25@@25.354726871270405,1.43 ± 1.60 / 34.16 ± 1.04@@1.4345738501493455,58.32 ± 0.75 / 52.29 ± 0.96@@58.3229066247488,38.88 ± 4.12 / 54.92 ± 4.66@@38.88045126504294,31.38 ± 5.44 / 24.32 ± 2.75@@31.384530061454218,37.84 ± 4.65 / 29.35 ± 4.10@@37.84278626405361,3.41 ± 2.16 / 35.53 ± 2.75@@3.4056033081291917,3.11 ± 1.55 / 39.80 ± 4.20@@3.110864409980129,51.24 ± 2.87 / 30.39 ± 2.51@@51.24208770047225,76.75 ± 1.17 / 74.66 ± 1.20@@76.75314049675816,33.61 ± 6.02 / 22.18 ± 4.32@@33.612762260114664,1.66 ± 1.36 / 33.60 ± 0.30@@1.6556852600985932,56.96 ± 1.73 / 50.68 ± 1.94@@56.95565124090861,12.9.1@@120901,12.9.1@@120901,12.10.0@@121000,12.10.0@@121000,12.9.1@@120901,12.9.1@@120901,12.10.0@@121000,12.10.0@@121000,12.10.0@@121000,12.10.0@@121000,12.9.1@@120901,12.9.1@@120901,12.10.0@@121000,12.10.0@@121000
🧠,<a href='https://huggingface.co/LumiOpen/Viking-13B'>LumiOpen/Viking-13B (few-shot)</a>,3.01@@3.01,2.86@@2.86,3.48@@3.48,2.69@@2.69,14030361600.0,131072.0,4096.0,✓,✗,49.29 ± 1.60 / 61.53 ± 2.98@@49.29255309069844,26.19 ± 4.10 / 18.08 ± 2.12@@26.192584326312346,5.90 ± 2.21 / 42.02 ± 3.29@@5.899243409423902,60.34 ± 0.55 / 55.18 ± 0.41@@60.344849254042266,28.54 ± 3.59 / 38.38 ± 3.10@@28.539674037297697,33.92 ± 5.16 / 25.36 ± 2.95@@33.92079059316166,27.79 ± 4.52 / 24.23 ± 2.54@@27.788371487345938,5.19 ± 1.55 / 39.93 ± 2.61@@5.1913122294073455,2.85 ± 2.05 / 42.57 ± 3.24@@2.8461955723890897,53.76 ± 4.10 / 34.68 ± 3.41@@53.75627338207643,78.88 ± 0.48 / 76.79 ± 1.42@@78.87891493137104,26.76 ± 5.39 / 15.55 ± 2.35@@26.76070473218376,4.48 ± 1.27 / 47.82 ± 2.45@@4.478638769117891,58.42 ± 1.48 / 53.46 ± 1.56@@58.42463077960048,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000
🧠,<a href='https://huggingface.co/01-ai/Yi-1.5-6B'>01-ai/Yi-1.5-6B (few-shot)</a>,3.01@@3.01,3.32@@3.32,3.22@@3.22,2.49@@2.49,6061035520.0,64000.0,4097.0,✓,✗,12.73 ± 2.87 / 22.69 ± 1.80@@12.728682854338352,35.21 ± 2.52 / 23.65 ± 2.52@@35.20885691387407,4.75 ± 2.45 / 35.71 ± 3.01@@4.750943988770643,61.53 ± 0.75 / 55.95 ± 1.09@@61.53176627400205,27.86 ± 0.76 / 31.62 ± 0.80@@27.859692683676034,46.02 ± 2.12 / 35.05 ± 2.84@@46.01804312193808,48.72 ± 1.76 / 35.97 ± 2.78@@48.71504761594919,2.41 ± 1.92 / 35.60 ± 2.65@@2.4077755787455333,2.50 ± 2.05 / 34.90 ± 1.27@@2.5021277381858824,67.06 ± 2.85 / 44.70 ± 3.79@@67.06443677495977,70.71 ± 1.99 / 71.19 ± 1.14@@70.71054040210211,45.55 ± 2.18 / 26.78 ± 3.65@@45.54729996712219,4.83 ± 3.48 / 36.64 ± 2.95@@4.827426758776081,61.21 ± 0.89 / 55.25 ± 1.21@@61.206438335909866,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000
🧠,<a href='https://huggingface.co/ibm-granite/granite-3.0-2b-base'>ibm-granite/granite-3.0-2b-base (few-shot)</a>,3.02@@3.02,3.17@@3.17,3.21@@3.21,2.67@@2.67,2533525504.0,49152.0,4097.0,✓,✗,29.50 ± 3.63 / 42.61 ± 4.86@@29.497221905344016,32.34 ± 3.77 / 24.48 ± 3.17@@32.34338835098826,3.89 ± 1.49 / 37.29 ± 3.65@@3.894389889418254,59.15 ± 0.69 / 53.67 ± 0.84@@59.14983470347261,35.36 ± 2.31 / 54.88 ± 2.08@@35.36197143512842,43.00 ± 2.81 / 35.39 ± 2.28@@43.00269532059039,45.08 ± 0.83 / 38.16 ± 1.91@@45.08363577911719,2.79 ± 1.92 / 41.90 ± 4.62@@2.793007595854491,1.95 ± 2.02 / 38.91 ± 3.27@@1.9519031753101583,59.74 ± 2.74 / 37.33 ± 3.11@@59.73660286066024,68.85 ± 5.19 / 70.02 ± 3.95@@68.84566058326578,36.54 ± 2.70 / 28.79 ± 3.85@@36.53526293290572,2.60 ± 2.58 / 40.21 ± 4.08@@2.604163364802598,59.78 ± 0.77 / 54.58 ± 0.89@@59.77848298428681,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000,13.0.0@@130000
🔍,<a href='https://huggingface.co/dbmdz/bert-base-historic-multilingual-cased'>dbmdz/bert-base-historic-multilingual-cased</a>,3.03@@3.03,3.40@@3.40,3.27@@3.27,2.41@@2.41,110619651.0,32000.0,512.0,✓,✗,24.17 ± 1.92 / 43.75 ± 2.75@@24.165856511438676,47.61 ± 1.71 / 45.91 ± 1.91@@47.612946656977826,8.14 ± 3.76 / 51.78 ± 1.81@@8.137932179193921,30.51 ± 1.06 / 25.19 ± 1.29@@30.513351986555136,25.68 ± 2.17 / 41.65 ± 2.77@@25.676617168644988,68.63 ± 1.64 / 64.83 ± 1.55@@68.62916983253436,67.70 ± 2.68 / 63.70 ± 2.54@@67.69665769957302,6.73 ± 5.40 / 48.20 ± 3.68@@6.7329653857158585,3.35 ± 2.61 / 47.52 ± 3.20@@3.3466629648919444,34.64 ± 1.94 / 22.57 ± 1.57@@34.64009444347323,64.25 ± 1.66 / 63.62 ± 2.92@@64.24562338001778,68.83 ± 1.00 / 63.29 ± 1.48@@68.8268306461287,28.62 ± 9.43 / 59.33 ± 5.91@@28.615151082664426,34.26 ± 2.03 / 28.78 ± 2.01@@34.25830977559254,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
📝,<a href='https://huggingface.co/google/gemma-3-1b-it'>google/gemma-3-1b-it (few-shot)</a>,3.03@@3.03,2.99@@2.99,3.33@@3.33,2.78@@2.78,999885952.0,262144.0,32768.0,✓,✗,41.67 ± 0.87 / 58.24 ± 1.51@@41.66879220497332,30.56 ± 2.07 / 28.05 ± 1.65@@30.561849335185293,14.17 ± 2.46 / 54.32 ± 3.27@@14.169768793024712,48.60 ± 0.77 / 40.09 ± 0.91@@48.60237154884097,39.51 ± 1.52 / 58.16 ± 1.17@@39.50859072523139,39.31 ± 1.57 / 38.71 ± 2.39@@39.31481675292554,36.78 ± 1.68 / 36.15 ± 1.78@@36.78026444860679,11.35 ± 1.14 / 54.24 ± 1.28@@11.35155198194436,10.40 ± 1.85 / 53.15 ± 2.19@@10.402631275767641,37.17 ± 1.03 / 16.94 ± 0.81@@37.17164176894529,72.15 ± 1.84 / 72.67 ± 1.36@@72.14961280035895,30.73 ± 3.20 / 29.89 ± 3.11@@30.728476550161695,8.92 ± 1.62 / 53.77 ± 0.86@@8.923567205308704,48.17 ± 1.05 / 39.14 ± 1.16@@48.17239703497662,15.4.0@@150400,15.4.0@@150400,15.4.1@@150401,15.4.1@@150401,15.4.2.dev0@@150402,15.4.0@@150400,15.4.0@@150400,15.4.1@@150401,15.4.1@@150401,15.4.1@@150401,15.4.0@@150400,15.4.0@@150400,15.4.1@@150401,15.4.1@@150401
